scene,block_type,condition,question_SPAN,yes_prop (clean_data) TFM,yes_prop (trial_data) TFM,RT_median_by_question (trial_data) TFM,RT_p_by_scenario (trial_data) TFM,MAD_by_question TFM,MAD_p_by_scenario TFM,AUC_by_question TFM,AUC_p_by_scenario TFM,text_violation,purpose_violation,congruency,origin_ENGL,rule_ENGL,question_ENGL,character_count_ENGL,origin_SPAN,rule_SPAN,question_SPAN.1,character_count_SPAN,audio_file
drinking,experimental,under,Una mujer conduce de vuelta a casa tras consumir éxtasis en un festival de música.,34.62%,36.00%,,,317.9695,0.000179,83799.66,0.027575,0,1,incongruent,Drunk drivers pose a serious risk to other road users.,"To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".",A woman drives home after taking ecstasy at a music festival.,62,Los conductores ebrios suponen un grave riesgo para los demás usuarios de la vía pública.,"Para reducir los accidentes de tráfico, se aprobó una política de tolerancia cero: ""Prohibido conducir con cualquier tasa de alcohol"".",Una mujer conduce de vuelta a casa tras consumir éxtasis en un festival de música.,,audio/sentence_46.wav
drinking,experimental,under,"Una noche de tormenta, dos motoristas sobrios se echan una carrera en una oscura carretera secundaria.",32.05%,33.33%,,,298.1416,0.000179,67211.19,0.027575,0,1,incongruent,Drunk drivers pose a serious risk to other road users.,"To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".",One stormy night two sober motorbikers race each other on a dark backroad.,74,Los conductores ebrios suponen un grave riesgo para los demás usuarios de la vía pública.,"Para reducir los accidentes de tráfico, se aprobó una política de tolerancia cero: ""Prohibido conducir con cualquier tasa de alcohol"".","Una noche de tormenta, dos motoristas sobrios se echan una carrera en una oscura carretera secundaria.",,audio/sentence_47.wav
phone,experimental,core,Un alumno juega a un juego en su teléfono en lugar de prestar atención.,98.72%,100.00%,,,231.1149,0.004436,67604.42,0.075143,1,1,congruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student plays a game on his phone instead of paying attention.,64,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Un alumno juega a un juego en su teléfono en lugar de prestar atención.,,audio/sentence_48.wav
phone,experimental,core,Un estudiante navega con el móvil en lugar de seguir la lección.,98.72%,100.00%,,,221.3214,0.004436,70643.33,0.075143,1,1,congruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student browses her phone instead of following her lesson.,60,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Un estudiante navega con el móvil en lugar de seguir la lección.,,audio/sentence_49.wav
phone,experimental,core,Una alumna envía mensajes a sus amigos por el móvil y no presta atención.,100.00%,100.00%,,,229.1815,0.004436,73075.9,0.075143,1,1,congruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student texts friends on her phone and pays no attention.,59,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Una alumna envía mensajes a sus amigos por el móvil y no presta atención.,,audio/sentence_50.wav
phone,experimental,off,Un estudiante consulta el libro de texto para responder a una pregunta en clase.,0.00%,0.00%,,,274.2743,0.004436,64409.37,0.075143,0,0,congruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student consults the textbook to answer a question in class.,62,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Un estudiante consulta el libro de texto para responder a una pregunta en clase.,,audio/sentence_51.wav
phone,experimental,off,Una estudiante llega pronto a clase y saca su estuche de lápices.,0.00%,0.00%,,,258.1438,0.004436,69791.29,0.075143,0,0,congruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student arrives early to class and takes out her pencil case.,63,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Una estudiante llega pronto a clase y saca su estuche de lápices.,,audio/sentence_52.wav
phone,experimental,off,Una estudiante toma apuntes a mano para entender mejor el temario.,2.56%,0.00%,,,267.3556,0.004436,60652.18,0.075143,0,0,congruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student takes notes by hand to help her understand a lesson.,62,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Una estudiante toma apuntes a mano para entender mejor el temario.,,audio/sentence_53.wav
phone,experimental,over,Un alumno diabético recibe una alerta en su teléfono para ponerse la insulina.,15.38%,16.22%,,,272.9413,0.004436,79435.39,0.075143,1,0,incongruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A diabetic student gets an alert on her phone to take her insulin.,66,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Un alumno diabético recibe una alerta en su teléfono para ponerse la insulina.,,audio/sentence_54.wav
phone,experimental,over,Un alumno utiliza la calculadora de su teléfono para la tarea de clase.,55.13%,55.41%,,,343.3328,0.004436,76939.77,0.075143,1,0,incongruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student uses his phone's calculator for the in-class assignment.,66,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Un alumno utiliza la calculadora de su teléfono para la tarea de clase.,,audio/sentence_55.wav
phone,experimental,over,Una alumna utiliza su teléfono como pisapapeles para mantener juntos sus apuntes.,34.62%,35.14%,,,356.9641,0.004436,84031.99,0.075143,1,0,incongruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student uses her phone as a paperweight to keep papers together.,66,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Una alumna utiliza su teléfono como pisapapeles para mantener juntos sus apuntes.,,audio/sentence_56.wav
phone,experimental,under,Un alumno juega en su tablet en lugar de prestar atención en clase.,55.13%,54.17%,,,225.8943,0.004436,67601.85,0.075143,0,1,incongruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student plays on his tablet instead of paying attention in class.,67,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Un alumno juega en su tablet en lugar de prestar atención en clase.,,audio/sentence_57.wav
phone,experimental,under,Un estudiante envía mensajes a sus amigos a través del portátil y no presta atención.,52.56%,52.00%,,,303.1572,0.004436,84204.62,0.075143,0,1,incongruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student messages friends on his laptop and pays no attention.,63,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Un estudiante envía mensajes a sus amigos a través del portátil y no presta atención.,,audio/sentence_58.wav
phone,experimental,under,Una alumna lee noticias en su tablet y no sigue la clase.,60.26%,59.74%,,,272.0058,0.004436,81064.14,0.075143,0,1,incongruent,Classes at a local school were frequently disrupted by students using their phones.,"To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".",A student reads news on her tablet and doesn't follow the lesson.,65,"En una escuela local, las clases se veían  interrumpidas por los alumnos al usar sus teléfonos móviles.","Para que los alumnos prestaran atención en clase, el director anunció: ""Prohibido usar el teléfono en clase"".",Una alumna lee noticias en su tablet y no sigue la clase.,,audio/sentence_59.wav
shoes,experimental,core,Un invitado lleva los mocasines mojados y ensucia el suelo.,96.15%,100.00%,,,248.3601,0.003782,67484.69,0.739812,1,1,congruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest wears wet deck shoes and dirties the floors.,52,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Un invitado lleva los mocasines mojados y ensucia el suelo.,,audio/sentence_60.wav
shoes,experimental,core,Una invitada lleva las zapatillas de deporte embarradas y ensucia las alfombras.,98.72%,100.00%,,,209.8961,0.003782,55222.95,0.739812,1,1,congruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest wears muddy sneakers and dirties the carpets.,53,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Una invitada lleva las zapatillas de deporte embarradas y ensucia las alfombras.,,audio/sentence_61.wav
shoes,experimental,core,Una invitada lleva zapatos de tacon y ensucia las alfombras.,98.72%,100.00%,,,268.5801,0.003782,68465.33,0.739812,1,1,congruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest wears stilettos and the carpets get pretty dirty.,57,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Una invitada lleva zapatos de tacon y ensucia las alfombras.,,audio/sentence_62.wav
shoes,experimental,off,Un huésped camina descalzo y mantiene limpia la moqueta.,2.56%,0.00%,,,319.0703,0.003782,81552.92,0.739812,0,0,congruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest walks around barefoot and keeps the carpet clean.,57,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Un huésped camina descalzo y mantiene limpia la moqueta.,,audio/sentence_63.wav
shoes,experimental,off,Un invitado camina descalzo y el suelo se mantiene limpio.,2.56%,0.00%,,,242.7443,0.003782,72848.86,0.739812,0,0,congruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest walks around barefoot and the floor stays clean.,56,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Un invitado camina descalzo y el suelo se mantiene limpio.,,audio/sentence_64.wav
shoes,experimental,off,Una invitada se pasea en calcetines y mantiene el suelo limpio.,3.85%,0.00%,,,288.9183,0.003782,71260.47,0.739812,0,0,congruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest walks around in socks and keeps the floor clean.,56,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Una invitada se pasea en calcetines y mantiene el suelo limpio.,,audio/sentence_65.wav
shoes,experimental,over,Un invitado lleva sus zapatillas nuevas y el suelo se mantiene limpio.,91.03%,90.79%,,,413.3775,0.003782,89985.89,0.739812,1,0,incongruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest wears his new sneakers and the floor stays clean.,57,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Un invitado lleva sus zapatillas nuevas y el suelo se mantiene limpio.,,audio/sentence_66.wav
shoes,experimental,over,Un invitado lleva zapatos nuevos y mantiene el suelo limpio.,87.18%,89.19%,,,378.5053,0.003782,89550.71,0.739812,1,0,incongruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest wears brand new shoes and keeps the floor clean.,56,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Un invitado lleva zapatos nuevos y mantiene el suelo limpio.,,audio/sentence_67.wav
shoes,experimental,over,Una invitada lleva tacones de aguja y mantiene limpia la moqueta.,88.46%,88.16%,,,320.6673,0.003782,65899.8,0.739812,1,0,incongruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest wears clean stilettos and keeps the carpet clean.,57,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Una invitada lleva tacones de aguja y mantiene limpia la moqueta.,,audio/sentence_68.wav
shoes,experimental,under,A un invitado descalzo le sangra un dedo del pie y mancha las alfombras.,8.97%,9.33%,,,231.1792,0.003782,54203.51,0.739812,0,1,incongruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A barefoot guest has a bleeding toe and stains the carpets.,59,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",A un invitado descalzo le sangra un dedo del pie y mancha las alfombras.,,audio/sentence_69.wav
shoes,experimental,under,Un invitado entra con los calcetines embarrados y ensucia el suelo.,32.05%,33.78%,,,273.8944,0.003782,63538.64,0.739812,0,1,incongruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest walks in with muddy socks and dirties the floor.,56,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Un invitado entra con los calcetines embarrados y ensucia el suelo.,,audio/sentence_70.wav
shoes,experimental,under,Una invitada anda descalza y ensucia las alfombras.,12.82%,13.16%,,,265.198,0.003782,66763.51,0.739812,0,1,incongruent,A friend entered Mary's house wearing shoes and dirtied the carpets.,"To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".",A guest walks around barefoot and dirties the carpets.,54,Una amiga entró en casa de María con zapatos y ensució las alfombras.,"Para mantener su casa limpia, María anunció la siguiente regla: ""Quitarse los zapatos al entrar en casa"".",Una invitada anda descalza y ensucia las alfombras.,,audio/sentence_71.wav
shoot,experimental,core,"Un cazador, armado con un rifle, dispara al primer ciervo que ve.",100.00%,100.00%,,,161.3053,0.004444,45625.65,0.101345,1,1,congruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ","A hunter, armed with a rifle, fires on the first deer he sees.",62,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".","Un cazador, armado con un rifle, dispara al primer ciervo que ve.",,audio/sentence_72.wav
shoot,experimental,core,Un hombre se adentra en el bosque local y dispara a un ciervo.,100.00%,100.00%,,,255.611,0.004444,82267.37,0.101345,1,1,congruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A man heads deep into the local forest and shoots a deer.,57,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un hombre se adentra en el bosque local y dispara a un ciervo.,,audio/sentence_73.wav
shoot,experimental,core,Una mujer entra en una reserva natural donde dispara a dos ciervos.,97.44%,100.00%,,,304.9103,0.004444,69244.6,0.101345,1,1,congruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A woman enters a wildlife reserve where she shoots two deer.,60,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Una mujer entra en una reserva natural donde dispara a dos ciervos.,,audio/sentence_74.wav
shoot,experimental,off,Un hombre da un paseo por el parque y fotografía a los ciervos que hay allí.,1.28%,0.00%,,,248.6529,0.004444,61759.2,0.101345,0,0,congruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A man takes a walk in the park and photographs the deer there.,62,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un hombre da un paseo por el parque y fotografía a los ciervos que hay allí.,,audio/sentence_75.wav
shoot,experimental,off,Un hombre se adentra en el bosque y ve varios ciervos.,0.00%,0.00%,,,310.3465,0.004444,82486.85,0.101345,0,0,congruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A man heads deep into the local forest and sees several deer.,61,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un hombre se adentra en el bosque y ve varios ciervos.,,audio/sentence_76.wav
shoot,experimental,off,Una mujer camina por el bosque con una linterna y una fiambrera.,1.28%,0.00%,,,238.1002,0.004444,53947.09,0.101345,0,0,congruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A woman hikes in the woods carrying a flashlight and a lunch box.,65,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Una mujer camina por el bosque con una linterna y una fiambrera.,,audio/sentence_77.wav
shoot,experimental,over,Un excursionista encuentra un ciervo moribundo y le dispara para aliviar su dolor.,65.38%,67.61%,,,369.9905,0.004444,97482.12,0.101345,1,0,incongruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A hiker finds a dying deer and shoots it to relieve its pain.,61,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un excursionista encuentra un ciervo moribundo y le dispara para aliviar su dolor.,,audio/sentence_78.wav
shoot,experimental,over,Un granjero dispara a un ciervo para acabar con su sufrimiento tras haber sido atropellado.,55.13%,56.94%,,,285.9429,0.004444,56402.16,0.101345,1,0,incongruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A farmer shoots a deer to end its suffering after it was run over.,66,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un granjero dispara a un ciervo para acabar con su sufrimiento tras haber sido atropellado.,,audio/sentence_79.wav
shoot,experimental,over,Un veterinario dispara a un ciervo con una enfermedad que amenaza a toda la manada.,42.31%,45.83%,,,359.0865,0.004444,90346.78,0.101345,1,0,incongruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A vet shoots a deer with a disease that threatens the whole herd.,65,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un veterinario dispara a un ciervo con una enfermedad que amenaza a toda la manada.,,audio/sentence_80.wav
shoot,experimental,under,Un agricultor rocía veneno en su terreno para matar a los ciervos locales.,62.82%,64.47%,,,276.9396,0.004444,82683.0,0.101345,0,1,incongruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A farmer sprays poison in his woodland to kill the local deer.,62,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un agricultor rocía veneno en su terreno para matar a los ciervos locales.,,audio/sentence_81.wav
shoot,experimental,under,Un hombre atrapa a un ciervo con una trampa y le aplica una inyección letal.,60.26%,59.21%,,,247.6981,0.004444,68535.82,0.101345,0,1,incongruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A man catches a deer using a trap and gives it a lethal injection.,66,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un hombre atrapa a un ciervo con una trampa y le aplica una inyección letal.,,audio/sentence_82.wav
shoot,experimental,under,Un hombre atrapa y mata a una cría de ciervo con un cuchillo de caza.,61.54%,62.67%,,,237.3637,0.004444,59033.3,0.101345,0,1,incongruent,Deer have become an endangered species.,"To protect the deer population, parliament enacts a law: ""It is an offense to shoot deer"". ",A man catches and kills a lone baby deer with a hunting knife.,62,El ciervo se ha convertido en una especie en peligro de extinción.,"Para proteger la población de ciervos, el parlamento promulgó una ley: ""Es delito disparar a los ciervos"".",Un hombre atrapa y mata a una cría de ciervo con un cuchillo de caza.,,audio/sentence_83.wav
sleep,experimental,core,Un mochilero pasa la noche durmiendo en un banco de la estación.,97.44%,100.00%,,,204.8763,0.029185,70369.02,0.379175,1,1,congruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A backpacker spends the night sleeping on a station bench.,58,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Un mochilero pasa la noche durmiendo en un banco de la estación.,,audio/sentence_84.wav
sleep,experimental,core,Una bailarina de discoteca se queda dormida en un banco de la estación después del trabajo.,84.62%,100.00%,,,327.326,0.029185,81940.5,0.379175,1,1,congruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A nightclub dancer falls asleep on a station bench after work.,62,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Una bailarina de discoteca se queda dormida en un banco de la estación después del trabajo.,,audio/sentence_85.wav
sleep,experimental,core,Una persona sin techo pasa la noche durmiendo en un banco de la estación.,98.72%,100.00%,,,251.1634,0.029185,73014.24,0.379175,1,1,congruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A vagrant spends the night sleeping on a bench at the station.,62,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Una persona sin techo pasa la noche durmiendo en un banco de la estación.,,audio/sentence_86.wav
sleep,experimental,off,Una mochilera busca su teléfono perdido en el andén de la estación.,0.00%,0.00%,,,222.4948,0.029185,61078.74,0.379175,0,0,congruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A backpacker looks for her lost phone on the station platform.,62,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Una mochilera busca su teléfono perdido en el andén de la estación.,,audio/sentence_87.wav
sleep,experimental,off,Una mujer de negocios entra en la estación y compra su billete de tren.,1.28%,0.00%,,,285.094,0.029185,63685.83,0.379175,0,0,congruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A businesswoman enters the station and buys her train ticket.,61,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Una mujer de negocios entra en la estación y compra su billete de tren.,,audio/sentence_88.wav
sleep,experimental,off,Una viajera se sienta en un banco de la estación mientras espera su tren.,1.28%,0.00%,,,269.4347,0.029185,75688.7,0.379175,0,0,congruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A commuter sits on a station bench while waiting for her train.,63,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Una viajera se sienta en un banco de la estación mientras espera su tren.,,audio/sentence_89.wav
sleep,experimental,over,Un mochilero se sienta en un banco de la estación y se echa una siesta de cinco minutos.,51.28%,51.95%,,,273.726,0.029185,76964.06,0.379175,1,0,incongruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A backpacker sits on a station bench and takes a five-minute nap.,65,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Un mochilero se sienta en un banco de la estación y se echa una siesta de cinco minutos.,,audio/sentence_90.wav
sleep,experimental,over,Un viajero se queda dormido brevemente en un banco esperando su tren.,38.46%,40.28%,,,258.2557,0.029185,70096.31,0.379175,1,0,incongruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A commuter briefly falls asleep on a bench waiting for his train.,65,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Un viajero se queda dormido brevemente en un banco esperando su tren.,,audio/sentence_91.wav
sleep,experimental,over,Una trabajadora dormita brevemente en un banco esperando a su jefe.,39.74%,41.33%,,,283.2069,0.029185,73812.0,0.379175,1,0,incongruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A shift worker briefly dozes on a bench waiting for her manager.,64,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Una trabajadora dormita brevemente en un banco esperando a su jefe.,,audio/sentence_92.wav
sleep,experimental,under,Un mochilero pasa la noche durmiendo detrás de un banco de la estación.,42.31%,45.07%,,,297.5786,0.029185,65002.06,0.379175,0,1,incongruent,A group of vagrants often slept on the benches of the local train station.,"To avoid people spending the night at the train station, the manager posted a rule: ""No sleeping allowed on the benches"".",A backpacker spends the night sleeping behind a station bench.,62,Un grupo de vagabundos dormía a menudo en los bancos de la estación de tren.,"Para evitar que la gente pernoctara en la estación de tren, el gerente anunció una nueva  norma: ""Prohibido dormir en los bancos de la estación"".",Un mochilero pasa la noche durmiendo detrás de un banco de la estación.,,audio/sentence_93.wav
